stripe_degree,rows,operator,worker_index,wall_ms_p50,source,physical_device
8,1,expert_worker_ms,6,0.1605,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,expert_worker_ms,7,0.1596,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,routed_norm_ms,shared,0.0305,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,0,0.1617,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,1,0.1567,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,2,0.15289999999999998,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,3,0.1599,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,4,0.1559,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,5,0.1597,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,6,0.15489999999999998,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_up_shared_worker_ms,7,0.1585,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,0,0.2833,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,1,0.2621,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,2,0.2716,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,3,0.2827,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,4,0.2828,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,5,0.2856,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,6,0.2836,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,dense_worker_ms,7,0.2866,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,layer_finalize_ms,shared,0.0071,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,0,0.5021,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,1,0.5002,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,2,0.5001,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,3,0.5041,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,4,0.5036,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,5,0.5008,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,6,0.4975,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,endpoint_worker_ms,7,0.5056,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,embedding_ms,shared,0.009,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,hidden_pair_reduce_ms,shared,0.0142,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,1,latent_pair_reduce_ms,shared,0.0158,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,degree,shared,8,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,rows,shared,2,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_common_ms,shared,0.1092,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,0,0.3942,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,1,0.3945,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,2,0.4009,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,3,0.3949,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,4,0.3933,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,5,0.4022,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,6,0.3962,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,kda_worker_ms,7,0.3961,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_common_ms,shared,0.1515,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,0,0.2875,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,1,0.2876,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,2,0.2856,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,3,0.2842,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,4,0.2879,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,5,0.287,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,6,0.2858,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,mla_worker_ms,7,0.2874,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,moe_pre_ms,shared,0.5057,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,0,0.0522,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,1,0.0542,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,2,0.0549,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,3,0.0446,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,4,0.0445,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,5,0.0455,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,6,0.0478,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_down_worker_ms,7,0.0499,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,0,0.2929,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,1,0.2914,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,2,0.2883,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,3,0.2907,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,4,0.2999,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,5,0.2907,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,6,0.2885,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,expert_worker_ms,7,0.3019,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,routed_norm_ms,shared,0.0311,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,0,0.1995,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,1,0.1975,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,2,0.18869999999999998,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,3,0.1899,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,4,0.19,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,5,0.19779999999999998,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,6,0.1973,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_up_shared_worker_ms,7,0.1953,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,0,0.4119,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,1,0.4102,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,2,0.4215,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,3,0.4061,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,4,0.4381,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,5,0.4107,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,6,0.4123,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,dense_worker_ms,7,0.4118,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,layer_finalize_ms,shared,0.0073,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,0,0.8954,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,1,0.8983,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,2,0.8993,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,3,0.9069,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,4,0.8998,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,5,0.8981,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,6,0.9141,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,endpoint_worker_ms,7,0.9017,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,embedding_ms,shared,0.0092,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,hidden_pair_reduce_ms,shared,0.0146,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,2,latent_pair_reduce_ms,shared,0.015,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,degree,shared,8,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,rows,shared,4,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_common_ms,shared,0.157,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,0,0.6349,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,1,0.6348,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,2,0.6284,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,3,0.6308,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,4,0.6369,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,5,0.6351,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,6,0.6294,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,kda_worker_ms,7,0.6326,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_common_ms,shared,0.22560000000000002,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,0,0.4751,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,1,0.4738,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,2,0.478,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,3,0.4725,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,4,0.4742,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,5,0.4751,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,6,0.4718,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,mla_worker_ms,7,0.4791,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,moe_pre_ms,shared,0.5488,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,0,0.0619,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,1,0.0777,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,2,0.0794,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,3,0.0785,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,4,0.0773,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,5,0.0822,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,6,0.0779,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_down_worker_ms,7,0.0779,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,0,0.5367,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,1,0.5729,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,2,0.5377,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
